domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,TotalAmt,ApplyTaxAfterDiscount,PrintStatus,Balance,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,TxnTaxDetail_TotalTax,CustomerRef_value,CustomerRef_name,CustomerMemo_value,BillAddr_Id,BillAddr_Line1,BillAddr_Line2,BillAddr_Line3,BillAddr_Line4,BillAddr_Lat,BillAddr_Long,BillEmail_Address,PaymentMethodRef_value,PaymentMethodRef_name,DepositToAccountRef_value,DepositToAccountRef_name
QBO,False,525,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4445,2023-11-10,801.99,False,,0,2023-11-10 02:56:44,2023-11-10 02:56:44,USD,United States Dollar,0,27,Video Games by Dan,Thank you for your business and have a great day!,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,1,Cash,77,Telephone
QBO,False,526,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9873,2022-11-10,493.7,False,Not Set,0,2022-11-10 19:15:45,2022-11-10 19:15:45,USD,United States Dollar,0,27,Video Games by Dan,Thank you for your business and have a great day!,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,1,Cash,46,Job Materials
QBO,False,527,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5195,2021-07-03,588.47,False,,0,2021-07-03 15:11:01,2021-07-03 15:11:01,USD,United States Dollar,0,16,Kookies by Kathy,Thank you for your business and have a great day!,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2,Cheque,20,Supplies
QBO,False,528,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9776,2022-12-23,813.46,False,Not Set,0,2022-12-23 18:39:58,2022-12-23 18:39:58,USD,United States Dollar,0,10,Geeta Kalapatapu,Thank you for your business and have a great day!,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,Cash,4,Undeposited Funds
QBO,False,529,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8875,2022-09-23,877.61,False,Not Set,0,2022-09-23 02:03:40,2022-09-23 02:03:40,AUD,Australian Dollar,0,52,Nadia Phillipchuk,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,66,Plants and Soil
QBO,False,530,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9595,2022-08-05,561.45,False,Not Set,0,2022-08-05 03:00:07,2022-08-05 03:00:07,AUD,Australian Dollar,0,33,Cathy Quon,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,Cash,84,Accounts Receivable (A/R)
QBO,False,531,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3190,2021-06-08,871.7,False,Not Set,0,2021-06-08 05:27:29,2021-06-08 05:27:29,USD,United States Dollar,0,10,Geeta Kalapatapu,Thank you for your business and have a great day!,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2,Cheque,50,Sprinklers and Drip Systems
QBO,False,532,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9892,2021-01-17,419.75,False,,0,2021-01-17 15:14:57,2021-01-17 15:14:57,AUD,Australian Dollar,0,34,Chadha's Consultants,Thank you for your business and have a great day!,,,,,,,,,1,Cash,76,Gas and Electric
QBO,False,533,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5541,2023-03-19,263.3,False,Not Set,0,2023-03-19 17:33:57,2023-03-19 17:33:57,AUD,Australian Dollar,0,43,Jacint Tumacder,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,75,Equipment Repairs
QBO,False,534,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6156,2021-05-04,464.92,False,Not Set,0,2021-05-04 00:53:10,2021-05-04 00:53:10,USD,United States Dollar,0,12,Jeff's Jalopies,Thank you for your business and have a great day!,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1,Cash,16,Promotional
QBO,False,535,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5282,2022-08-27,957.32,False,,0,2022-08-27 16:04:28,2022-08-27 16:04:28,AUD,Australian Dollar,0,45,Jordan Burgess,Thank you for your business and have a great day!,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2,Cheque,31,Uncategorized Expense
QBO,False,536,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3914,2022-03-23,301.24,False,Not Set,0,2022-03-23 11:30:25,2022-03-23 11:30:25,AUD,Australian Dollar,0,45,Jordan Burgess,Thank you for your business and have a great day!,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2,Cheque,13,Meals and Entertainment
QBO,False,537,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9285,2021-08-06,646.27,False,Not Set,0,2021-08-06 12:39:50,2021-08-06 12:39:50,USD,United States Dollar,0,12,Jeff's Jalopies,Thank you for your business and have a great day!,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2,Cheque,78,Purchases
QBO,False,538,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1273,2023-07-18,125.24,False,,0,2023-07-18 05:45:42,2023-07-18 05:45:42,USD,United States Dollar,0,12,Jeff's Jalopies,Thank you for your business and have a great day!,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2,Cheque,82,Design income
QBO,False,539,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8882,2021-06-02,73.17,False,Not Set,0,2021-06-02 04:26:09,2021-06-02 04:26:09,USD,United States Dollar,0,19,Rago Travel Agency,Thank you for your business and have a great day!,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2,Cheque,2,Retained Earnings
QBO,False,540,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2106,2022-01-01,28.78,False,Not Set,0,2022-01-01 00:25:54,2022-01-01 00:25:54,AUD,Australian Dollar,0,37,Clement's Cleaners,Thank you for your business and have a great day!,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2,Cheque,7,Advertising
QBO,False,541,2,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7466,2023-05-16,416.86,False,Not Set,0,2023-05-16 10:40:21,2023-05-16 10:40:21,USD,United States Dollar,0,25,Sushi by Katsuyuki,Thank you for your business and have a great day!,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,1,Cash,64,Decks and Patios
QBO,False,542,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5843,2021-01-10,486.19,False,Not Set,0,2021-01-10 13:35:43,2021-01-10 13:35:43,AUD,Australian Dollar,0,37,Clement's Cleaners,Thank you for your business and have a great day!,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,Cash,68,Permits
QBO,False,543,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4785,2023-11-03,858.46,False,Not Set,0,2023-11-03 23:43:35,2023-11-03 23:43:35,AUD,Australian Dollar,0,43,Jacint Tumacder,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,74,Computer Repairs
QBO,False,544,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5040,2022-07-11,957.4,False,,0,2022-07-11 11:35:58,2022-07-11 11:35:58,USD,United States Dollar,0,29,Weiskopf Consulting,Thank you for your business and have a great day!,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2,Cheque,53,Maintenance and Repair
QBO,False,545,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5905,2021-04-12,940.29,False,Not Set,0,2021-04-12 07:36:20,2021-04-12 07:36:20,AUD,Australian Dollar,0,36,Cheng-Cheng Lok,Thank you for your business and have a great day!,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2,Cheque,20,Supplies
QBO,False,546,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4006,2021-09-03,74.25,False,Not Set,0,2021-09-03 20:18:00,2021-09-03 20:18:00,USD,United States Dollar,0,7,Freeman Sporting Goods,Thank you for your business and have a great day!,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2,Cheque,55,Automobile
QBO,False,547,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7545,2021-08-11,630.4,False,Not Set,0,2021-08-11 13:43:57,2021-08-11 13:43:57,USD,United States Dollar,0,20,Red Rock Diner,Thank you for your business and have a great day!,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,1,Cash,15,Office Expenses
QBO,False,548,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3879,2021-02-05,104.84,False,,0,2021-02-05 04:55:04,2021-02-05 04:55:04,USD,United States Dollar,0,18,Paulsen Medical Supplies,Thank you for your business and have a great day!,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,1,Cash,75,Equipment Repairs
QBO,False,549,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8905,2022-03-22,317.34,False,,0,2022-03-22 15:14:19,2022-03-22 15:14:19,AUD,Australian Dollar,0,36,Cheng-Cheng Lok,Thank you for your business and have a great day!,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2,Cheque,82,Design income
QBO,False,550,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8576,2022-04-14,607.31,False,Not Set,0,2022-04-14 06:51:43,2022-04-14 06:51:43,USD,United States Dollar,0,4,Diego Rodriguez,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,Cash,49,Plants and Soil
QBO,False,551,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7385,2022-06-26,893.46,False,,0,2022-06-26 01:33:14,2022-06-26 01:33:14,AUD,Australian Dollar,0,43,Jacint Tumacder,Thank you for your business and have a great day!,,,,,,,,,1,Cash,73,Building Repairs
QBO,False,552,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7167,2021-06-19,240.44,False,,0,2021-06-19 13:00:49,2021-06-19 13:00:49,USD,United States Dollar,0,9,Freeman Sporting Goods:55 Twin Lane,Thank you for your business and have a great day!,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,Cash,63,Job Materials
QBO,False,553,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2631,2021-12-17,755.68,False,Not Set,0,2021-12-17 22:56:32,2021-12-17 22:56:32,USD,United States Dollar,0,18,Paulsen Medical Supplies,Thank you for your business and have a great day!,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,1,Cash,22,Travel
QBO,False,554,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9026,2023-11-06,191.6,False,,0,2023-11-06 20:42:12,2023-11-06 20:42:12,AUD,Australian Dollar,0,39,Froilan Rosqueta,Thank you for your business and have a great day!,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,Cash,82,Design income
QBO,False,555,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3609,2022-09-08,113.11,False,,0,2022-09-08 04:46:09,2022-09-08 04:46:09,USD,United States Dollar,0,9,Freeman Sporting Goods:55 Twin Lane,Thank you for your business and have a great day!,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2,Cheque,34,Opening Balance Equity
QBO,False,556,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8000,2022-03-25,951.47,False,Not Set,0,2022-03-25 04:46:34,2022-03-25 04:46:34,AUD,Australian Dollar,0,35,Charlie Whitehead,Thank you for your business and have a great day!,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,Cash,46,Job Materials
QBO,False,557,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7316,2022-06-14,282.42,False,,0,2022-06-14 16:03:24,2022-06-14 16:03:24,AUD,Australian Dollar,0,45,Jordan Burgess,Thank you for your business and have a great day!,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,1,Cash,50,Sprinklers and Drip Systems
QBO,False,558,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6210,2021-03-07,919.54,False,,0,2021-03-07 19:34:46,2021-03-07 19:34:46,USD,United States Dollar,0,23,Shara Barnett:Barnett Design,Thank you for your business and have a great day!,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,1,Cash,19,Stationery & Printing
QBO,False,559,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2410,2022-11-30,217.8,False,,0,2022-11-30 13:24:42,2022-11-30 13:24:42,USD,United States Dollar,0,14,Kate Whelan,Thank you for your business and have a great day!,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2,Cheque,39,Depreciation
QBO,False,560,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5023,2021-12-16,719.58,False,Not Set,0,2021-12-16 17:28:34,2021-12-16 17:28:34,USD,United States Dollar,0,16,Kookies by Kathy,Thank you for your business and have a great day!,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2,Cheque,19,Stationery & Printing
QBO,False,561,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8160,2021-03-03,749.2,False,,0,2021-03-03 23:27:25,2021-03-03 23:27:25,USD,United States Dollar,0,16,Kookies by Kathy,Thank you for your business and have a great day!,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2,Cheque,5,Fees Billed
QBO,False,562,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8924,2021-07-15,164.93,False,Not Set,0,2021-07-15 01:47:52,2021-07-15 01:47:52,AUD,Australian Dollar,0,38,Ecker Designs,Thank you for your business and have a great day!,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2,Cheque,70,Bookkeeper
QBO,False,563,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2883,2023-09-23,555.84,False,Not Set,0,2023-09-23 16:33:29,2023-09-23 16:33:29,USD,United States Dollar,0,5,Dukes Basketball Camp,Thank you for your business and have a great day!,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,Cheque,83,Other Income
QBO,False,564,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1238,2022-01-02,621.83,False,Not Set,0,2022-01-02 15:12:46,2022-01-02 15:12:46,AUD,Australian Dollar,0,43,Jacint Tumacder,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,25,Interest Earned
QBO,False,565,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4609,2021-07-22,28.78,False,Not Set,0,2021-07-22 04:07:11,2021-07-22 04:07:11,USD,United States Dollar,0,8,Freeman Sporting Goods:0969 Ocean View Road,Thank you for your business and have a great day!,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2,Cheque,46,Job Materials
QBO,False,566,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6791,2023-06-29,321.36,False,Not Set,0,2023-06-29 06:08:57,2023-06-29 06:08:57,USD,United States Dollar,0,15,Pye's Cakes,Thank you for your business and have a great day!,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,1,Cash,64,Decks and Patios
QBO,False,567,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4478,2022-04-08,690.43,False,,0,2022-04-08 22:38:15,2022-04-08 22:38:15,AUD,Australian Dollar,0,56,Rob deMontarnal,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,51,Labor
QBO,False,568,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2576,2021-07-20,163.22,False,,0,2021-07-20 08:09:17,2021-07-20 08:09:17,USD,United States Dollar,0,6,Dylan Sollfrank,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,78,Purchases
QBO,False,569,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2078,2021-05-13,975.86,False,Not Set,0,2021-05-13 09:57:28,2021-05-13 09:57:28,USD,United States Dollar,0,8,Freeman Sporting Goods:0969 Ocean View Road,Thank you for your business and have a great day!,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2,Cheque,45,Landscaping Services
QBO,False,570,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6003,2023-06-27,674.37,False,Not Set,0,2023-06-27 16:47:38,2023-06-27 16:47:38,USD,United States Dollar,0,18,Paulsen Medical Supplies,Thank you for your business and have a great day!,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,2,Cheque,49,Plants and Soil
QBO,False,571,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9872,2021-09-19,538.81,False,,0,2021-09-19 18:30:30,2021-09-19 18:30:30,USD,United States Dollar,0,27,Video Games by Dan,Thank you for your business and have a great day!,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,1,Cash,49,Plants and Soil
QBO,False,572,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4166,2023-11-09,360.1,False,,0,2023-11-09 09:05:04,2023-11-09 09:05:04,AUD,Australian Dollar,0,52,Nadia Phillipchuk,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,4,Undeposited Funds
QBO,False,573,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2247,2021-03-25,583.92,False,Not Set,0,2021-03-25 00:18:59,2021-03-25 00:18:59,AUD,Australian Dollar,0,53,Oxon Insurance Agency,Thank you for your business and have a great day!,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,Cash,70,Bookkeeper
QBO,False,574,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4621,2021-03-26,472.14,False,Not Set,0,2021-03-26 17:04:19,2021-03-26 17:04:19,USD,United States Dollar,0,19,Rago Travel Agency,Thank you for your business and have a great day!,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2,Cheque,66,Plants and Soil
QBO,False,575,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2340,2022-05-07,844.32,False,,0,2022-05-07 13:54:40,2022-05-07 13:54:40,USD,United States Dollar,0,16,Kookies by Kathy,Thank you for your business and have a great day!,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2,Cheque,67,Sprinklers and Drip Systems
QBO,False,576,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1936,2023-11-02,669.98,False,,0,2023-11-02 17:01:01,2023-11-02 17:01:01,AUD,Australian Dollar,0,36,Cheng-Cheng Lok,Thank you for your business and have a great day!,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,Cash,6,Refunds-Allowances
QBO,False,577,2,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4328,2021-02-10,977.23,False,,0,2021-02-10 20:59:41,2021-02-10 20:59:41,USD,United States Dollar,0,25,Sushi by Katsuyuki,Thank you for your business and have a great day!,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,1,Cash,37,Truck
QBO,False,578,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6837,2021-04-13,573.87,False,,0,2021-04-13 10:46:22,2021-04-13 10:46:22,AUD,Australian Dollar,0,33,Cathy Quon,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,Cheque,84,Accounts Receivable (A/R)
QBO,False,579,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1459,2022-01-16,636.59,False,,0,2022-01-16 22:57:56,2022-01-16 22:57:56,USD,United States Dollar,0,7,Freeman Sporting Goods,Thank you for your business and have a great day!,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,Cash,13,Meals and Entertainment
QBO,False,580,2,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2222,2021-01-04,481.47,False,,0,2021-01-04 13:16:57,2021-01-04 13:16:57,USD,United States Dollar,0,25,Sushi by Katsuyuki,Thank you for your business and have a great day!,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,1,Cash,50,Sprinklers and Drip Systems
QBO,False,581,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7636,2021-04-19,906.4,False,,0,2021-04-19 20:06:26,2021-04-19 20:06:26,USD,United States Dollar,0,18,Paulsen Medical Supplies,Thank you for your business and have a great day!,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,1,Cash,73,Building Repairs
QBO,False,582,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9613,2023-01-15,47.18,False,,0,2023-01-15 08:03:03,2023-01-15 08:03:03,AUD,Australian Dollar,0,38,Ecker Designs,Thank you for your business and have a great day!,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,Cash,24,Utilities
QBO,False,583,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7689,2023-07-29,767.28,False,,0,2023-07-29 23:40:07,2023-07-29 23:40:07,AUD,Australian Dollar,0,36,Cheng-Cheng Lok,Thank you for your business and have a great day!,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2,Cheque,29,Equipment Rental
QBO,False,584,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5449,2023-05-31,388.8,False,,0,2023-05-31 12:13:18,2023-05-31 12:13:18,USD,United States Dollar,0,1,Amy's Bird Sanctuary,Thank you for your business and have a great day!,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,Cheque,37,Truck
QBO,False,585,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2659,2022-04-21,703.22,False,,0,2022-04-21 16:46:26,2022-04-21 16:46:26,USD,United States Dollar,0,13,John Melton,Thank you for your business and have a great day!,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1,Cash,14,Miscellaneous
QBO,False,586,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2494,2023-01-14,439.73,False,,0,2023-01-14 09:24:01,2023-01-14 09:24:01,AUD,Australian Dollar,0,54,Oxon Insurance Agency:Oxon - Retreat,Thank you for your business and have a great day!,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,2,Cheque,81,Inventory Asset
QBO,False,587,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9967,2022-01-05,647.22,False,Not Set,0,2022-01-05 17:50:40,2022-01-05 17:50:40,USD,United States Dollar,0,21,Rondonuwu Fruit and Vegi,Thank you for your business and have a great day!,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,1,Cash,40,Depreciation
QBO,False,588,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1323,2021-02-07,644.69,False,,0,2021-02-07 00:12:44,2021-02-07 00:12:44,USD,United States Dollar,0,17,Mark Cho,Thank you for your business and have a great day!,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2,Cheque,12,Legal & Professional Fees
QBO,False,589,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4229,2023-12-08,952.88,False,Not Set,0,2023-12-08 02:09:01,2023-12-08 02:09:01,AUD,Australian Dollar,0,56,Rob deMontarnal,Thank you for your business and have a great day!,,,,,,,,,1,Cash,76,Gas and Electric
QBO,False,590,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1463,2022-11-20,465.93,False,Not Set,0,2022-11-20 18:07:44,2022-11-20 18:07:44,AUD,Australian Dollar,0,33,Cathy Quon,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,Cash,37,Truck
QBO,False,591,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4287,2023-11-06,973.97,False,Not Set,0,2023-11-06 07:04:07,2023-11-06 07:04:07,USD,United States Dollar,0,28,Wedding Planning by Whitney,Thank you for your business and have a great day!,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,1,Cash,50,Sprinklers and Drip Systems
QBO,False,592,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8911,2023-09-19,610.64,False,,0,2023-09-19 02:02:34,2023-09-19 02:02:34,AUD,Australian Dollar,0,33,Cathy Quon,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,Cheque,49,Plants and Soil
QBO,False,593,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8241,2022-06-10,668.4,False,Not Set,0,2022-06-10 18:28:10,2022-06-10 18:28:10,AUD,Australian Dollar,0,43,Jacint Tumacder,Thank you for your business and have a great day!,,,,,,,,,1,Cash,53,Maintenance and Repair
QBO,False,594,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3284,2022-10-01,953.37,False,Not Set,0,2022-10-01 09:45:25,2022-10-01 09:45:25,USD,United States Dollar,0,26,Travis Waldron,Thank you for your business and have a great day!,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2,Cheque,86,Discounts given
QBO,False,595,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5600,2022-09-04,730.78,False,,0,2022-09-04 06:35:50,2022-09-04 06:35:50,USD,United States Dollar,0,16,Kookies by Kathy,Thank you for your business and have a great day!,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2,Cheque,83,Other Income
QBO,False,596,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4032,2021-12-22,547.47,False,Not Set,0,2021-12-22 14:18:21,2021-12-22 14:18:21,USD,United States Dollar,0,1,Amy's Bird Sanctuary,Thank you for your business and have a great day!,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,Cash,42,Visa
QBO,False,597,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1030,2021-03-07,491.6,False,Not Set,0,2021-03-07 18:44:05,2021-03-07 18:44:05,USD,United States Dollar,0,4,Diego Rodriguez,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,Cheque,89,Arizona Dept. of Revenue Payable
QBO,False,598,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5541,2022-01-03,398.84,False,Not Set,0,2022-01-03 06:13:44,2022-01-03 06:13:44,AUD,Australian Dollar,0,41,Hazel Robinson,Thank you for your business and have a great day!,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1,Cash,31,Uncategorized Expense
QBO,False,599,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7931,2023-11-24,648.36,False,Not Set,0,2023-11-24 23:48:03,2023-11-24 23:48:03,GBP,British Pound Sterling,0,49,Kristy Abercrombie,Thank you for your business and have a great day!,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,2,Cheque,31,Uncategorized Expense
