Name,SubAccount,FullyQualifiedName,Active,Classification,AccountType,AccountSubType,CurrentBalance,CurrentBalanceWithSubAccounts,domain,sparse,Id,SyncToken,CurrencyRef_value,CurrencyRef_name,MetaData_CreateTime,MetaData_LastUpdatedTime,ParentRef_value
Human resources officer,False,Human resources officer,True,Asset,Fixed Asset,Human resources officer,684,684,QBO,False,502,1,USD,United States Dollar,2023-04-09 01:33:34,2023-04-09 01:33:34,
Insurance underwriter,False,Insurance underwriter,True,Expense,Expense,Insurance underwriter,-276,-276,QBO,False,503,5,USD,United States Dollar,2021-09-01 03:20:44,2021-09-01 03:20:44,
Agricultural engineer,False,Agricultural engineer,True,Expense,Expense,Income,-917,-917,QBO,False,504,2,USD,United States Dollar,2022-06-02 04:39:57,2022-06-02 04:39:57,
Soil scientist,False,Soil scientist,True,Expense,Expense,Soil scientist,-784,-784,QBO,False,505,0,USD,United States Dollar,2023-05-28 13:15:19,2023-05-28 13:15:19,
Drilling engineer,False,Drilling engineer,True,Expense,Expense,Drilling engineer,-415,-415,QBO,False,506,0,USD,United States Dollar,2020-12-18 18:14:13,2020-12-18 18:14:13,
Recruitment consultant,True,Drilling engineerRecruitment consultant,True,Equity,Equity,Recruitment consultant,-970,-970,QBO,False,507,0,USD,United States Dollar,2021-02-26 21:59:03,2021-02-26 21:59:03,506.0
Health and safety inspector,False,Health and safety inspector,True,Revenue,Income,Health and safety inspector,253,253,QBO,False,508,0,USD,United States Dollar,2022-11-18 17:26:40,2022-11-18 17:26:40,
"Engineer, agricultural",True,"Health and safety inspectorEngineer, agricultural",True,Expense,Expense,Expense,244,244,QBO,False,509,0,USD,United States Dollar,2021-09-30 10:05:47,2021-09-30 10:05:47,508.0
Learning disability nurse,True,Health and safety inspectorLearning disability nurse,True,Expense,Other Expense,Expense,528,528,QBO,False,510,5,USD,United States Dollar,2022-03-01 14:36:46,2022-03-01 14:36:46,509.0
Product/process development scientist,False,Product/process development scientist,True,Revenue,Income,Expense,-683,-683,QBO,False,511,3,USD,United States Dollar,2022-10-16 06:11:45,2022-10-16 06:11:45,
Clothing/textile technologist,True,Product/process development scientistClothing/textile technologist,True,Expense,Cost of Goods Sold,Clothing/textile technologist,-181,-181,QBO,False,512,4,USD,United States Dollar,2022-04-27 05:44:54,2022-04-27 05:44:54,511.0
"Engineer, technical sales",False,"Engineer, technical sales",True,Revenue,Income,"Engineer, technical sales",652,652,QBO,False,513,2,USD,United States Dollar,2021-05-07 21:21:16,2021-05-07 21:21:16,
Architect,False,Architect,True,Asset,Other Current Asset,Expense,970,970,QBO,False,514,5,USD,United States Dollar,2021-01-28 12:24:14,2021-01-28 12:24:14,
"Radiographer, diagnostic",False,"Radiographer, diagnostic",True,Revenue,Income,Expense,-442,-442,QBO,False,515,2,USD,United States Dollar,2023-01-13 21:50:30,2023-01-13 21:50:30,
Records manager,False,Records manager,True,Expense,Expense,Records manager,510,510,QBO,False,516,0,USD,United States Dollar,2021-01-23 11:44:44,2021-01-23 11:44:44,
Clinical cytogeneticist,False,Clinical cytogeneticist,True,Expense,Expense,Clinical cytogeneticist,-551,-551,QBO,False,517,2,USD,United States Dollar,2021-03-03 07:21:34,2021-03-03 07:21:34,
"Solicitor, Scotland",True,"Clinical cytogeneticistSolicitor, Scotland",True,Expense,Expense,Credit Card,35,35,QBO,False,518,3,USD,United States Dollar,2021-10-22 01:36:57,2021-10-22 01:36:57,517.0
Psychiatric nurse,False,Psychiatric nurse,True,Revenue,Income,Psychiatric nurse,223,223,QBO,False,519,3,USD,United States Dollar,2021-05-04 14:56:38,2021-05-04 14:56:38,
Youth worker,False,Youth worker,True,Asset,Fixed Asset,Expense,-458,-458,QBO,False,520,5,USD,United States Dollar,2022-08-15 08:18:59,2022-08-15 08:18:59,
Tour manager,False,Tour manager,True,Expense,Expense,Tour manager,298,298,QBO,False,521,5,USD,United States Dollar,2023-03-18 00:17:25,2023-03-18 00:17:25,
Teaching laboratory technician,False,Teaching laboratory technician,True,Revenue,Income,Expense,685,685,QBO,False,522,5,USD,United States Dollar,2022-04-17 17:50:06,2022-04-17 17:50:06,
Barista,False,Barista,True,Revenue,Income,Other Current Liability,-200,-200,QBO,False,523,2,USD,United States Dollar,2023-03-26 22:30:38,2023-03-26 22:30:38,
Chief Technology Officer,False,Chief Technology Officer,True,Expense,Expense,Chief Technology Officer,782,782,QBO,False,524,3,USD,United States Dollar,2021-03-21 08:46:28,2021-03-21 08:46:28,
Hydrographic surveyor,True,Chief Technology OfficerHydrographic surveyor,True,Expense,Expense,Expense,-496,-496,QBO,False,525,3,USD,United States Dollar,2023-07-14 13:55:10,2023-07-14 13:55:10,524.0
Drilling engineer,False,Drilling engineer,True,Revenue,Other Income,Other Income,191,191,QBO,False,526,4,USD,United States Dollar,2021-04-22 13:10:18,2021-04-22 13:10:18,
Sports administrator,False,Sports administrator,True,Expense,Expense,Sports administrator,-96,-96,QBO,False,527,3,USD,United States Dollar,2022-03-30 02:43:05,2022-03-30 02:43:05,
"Psychologist, clinical",False,"Psychologist, clinical",True,Expense,Expense,Equity,-982,-982,QBO,False,528,3,USD,United States Dollar,2022-08-26 23:34:17,2022-08-26 23:34:17,
"Scientist, research (life sciences)",False,"Scientist, research (life sciences)",True,Asset,Accounts Receivable,Expense,125,125,QBO,False,529,3,USD,United States Dollar,2021-03-28 20:54:24,2021-03-28 20:54:24,
Advertising art director,True,"Scientist, research (life sciences)Advertising art director",True,Revenue,Income,Equity,-370,-370,QBO,False,530,3,USD,United States Dollar,2023-09-16 14:50:13,2023-09-16 14:50:13,529.0
Information officer,False,Information officer,True,Asset,Accounts Receivable,Information officer,947,947,QBO,False,531,3,USD,United States Dollar,2022-01-04 18:45:22,2022-01-04 18:45:22,
"Buyer, retail",True,"Information officerBuyer, retail",True,Expense,Expense,"Buyer, retail",722,722,QBO,False,532,2,USD,United States Dollar,2021-03-01 16:08:49,2021-03-01 16:08:49,531.0
"Psychologist, clinical",True,"Information officerPsychologist, clinical",True,Revenue,Income,Income,681,681,QBO,False,533,3,USD,United States Dollar,2023-02-20 05:59:30,2023-02-20 05:59:30,532.0
Animal technologist,True,Information officerAnimal technologist,True,Expense,Expense,Animal technologist,-118,-118,QBO,False,534,3,USD,United States Dollar,2022-12-26 22:56:04,2022-12-26 22:56:04,533.0
Historic buildings inspector/conservation officer,False,Historic buildings inspector/conservation officer,True,Expense,Expense,Other Current Asset,999,999,QBO,False,535,5,USD,United States Dollar,2021-01-17 00:14:53,2021-01-17 00:14:53,
Chartered management accountant,False,Chartered management accountant,True,Liability,Long Term Liability,Chartered management accountant,-437,-437,QBO,False,536,1,USD,United States Dollar,2021-01-11 04:23:08,2021-01-11 04:23:08,
Chartered accountant,False,Chartered accountant,True,Revenue,Income,Chartered accountant,-276,-276,QBO,False,537,3,USD,United States Dollar,2021-04-18 09:12:29,2021-04-18 09:12:29,
Retail banker,False,Retail banker,True,Asset,Other Current Asset,Income,-209,-209,QBO,False,538,4,USD,United States Dollar,2022-07-26 10:25:45,2022-07-26 10:25:45,
Gaffer,True,Retail bankerGaffer,True,Expense,Expense,Gaffer,-910,-910,QBO,False,539,4,USD,United States Dollar,2022-05-08 08:05:56,2022-05-08 08:05:56,538.0
Operational investment banker,True,Retail bankerOperational investment banker,True,Revenue,Income,Operational investment banker,4,4,QBO,False,540,0,USD,United States Dollar,2023-03-23 09:01:23,2023-03-23 09:01:23,539.0
Mudlogger,False,Mudlogger,True,Expense,Expense,Mudlogger,349,349,QBO,False,541,4,USD,United States Dollar,2022-12-21 10:32:03,2022-12-21 10:32:03,
Paramedic,False,Paramedic,True,Asset,Other Current Asset,Paramedic,721,721,QBO,False,542,0,USD,United States Dollar,2022-11-19 10:17:30,2022-11-19 10:17:30,
"Restaurant manager, fast food",False,"Restaurant manager, fast food",True,Revenue,Other Income,Expense,714,714,QBO,False,543,2,USD,United States Dollar,2022-11-30 05:53:18,2022-11-30 05:53:18,
"Sales professional, IT",False,"Sales professional, IT",True,Revenue,Income,Expense,-415,-415,QBO,False,544,5,USD,United States Dollar,2022-07-26 17:02:23,2022-07-26 17:02:23,
"Psychologist, sport and exercise",False,"Psychologist, sport and exercise",True,Expense,Expense,"Psychologist, sport and exercise",-64,-64,QBO,False,545,4,USD,United States Dollar,2021-01-27 21:55:00,2021-01-27 21:55:00,
Accounting technician,True,"Psychologist, sport and exerciseAccounting technician",True,Expense,Expense,Accounting technician,-1,-1,QBO,False,546,0,USD,United States Dollar,2022-03-09 20:01:11,2022-03-09 20:01:11,545.0
"Production assistant, radio",False,"Production assistant, radio",True,Expense,Expense,Expense,759,759,QBO,False,547,0,USD,United States Dollar,2023-04-10 02:14:56,2023-04-10 02:14:56,
Office manager,True,"Production assistant, radioOffice manager",True,Expense,Expense,Expense,282,282,QBO,False,548,0,USD,United States Dollar,2020-12-26 22:16:48,2020-12-26 22:16:48,547.0
"Research officer, political party",False,"Research officer, political party",True,Expense,Other Expense,Income,17,17,QBO,False,549,4,USD,United States Dollar,2022-12-01 10:54:28,2022-12-01 10:54:28,
Secretary/administrator,True,"Research officer, political partySecretary/administrator",True,Expense,Expense,Secretary/administrator,714,714,QBO,False,550,2,USD,United States Dollar,2021-04-15 09:17:58,2021-04-15 09:17:58,549.0
Company secretary,False,Company secretary,True,Revenue,Income,Expense,584,584,QBO,False,551,5,USD,United States Dollar,2021-02-06 01:42:00,2021-02-06 01:42:00,
Charity officer,False,Charity officer,True,Asset,Accounts Receivable,Charity officer,785,785,QBO,False,552,3,USD,United States Dollar,2021-04-21 09:20:33,2021-04-21 09:20:33,
Hospital doctor,False,Hospital doctor,True,Expense,Expense,Accounts Payable,435,435,QBO,False,553,4,USD,United States Dollar,2023-04-19 21:29:09,2023-04-19 21:29:09,
Intelligence analyst,False,Intelligence analyst,True,Expense,Expense,Expense,-1,-1,QBO,False,554,1,USD,United States Dollar,2021-05-21 09:15:15,2021-05-21 09:15:15,
Furniture designer,False,Furniture designer,True,Revenue,Other Income,Furniture designer,-167,-167,QBO,False,555,3,USD,United States Dollar,2021-04-15 08:59:38,2021-04-15 08:59:38,
"Buyer, retail",False,"Buyer, retail",True,Expense,Other Expense,"Buyer, retail",-273,-273,QBO,False,556,5,USD,United States Dollar,2022-02-06 12:37:46,2022-02-06 12:37:46,
Fitness centre manager,False,Fitness centre manager,True,Expense,Expense,Fitness centre manager,94,94,QBO,False,557,0,USD,United States Dollar,2023-08-26 17:53:14,2023-08-26 17:53:14,
TEFL teacher,False,TEFL teacher,True,Expense,Expense,TEFL teacher,904,904,QBO,False,558,3,USD,United States Dollar,2022-12-27 17:26:41,2022-12-27 17:26:41,
Intelligence analyst,False,Intelligence analyst,True,Expense,Expense,Expense,-734,-734,QBO,False,559,4,USD,United States Dollar,2023-08-18 15:11:47,2023-08-18 15:11:47,
Network engineer,False,Network engineer,True,Revenue,Income,Income,208,208,QBO,False,560,2,USD,United States Dollar,2023-03-03 21:17:32,2023-03-03 21:17:32,
Advertising account executive,False,Advertising account executive,True,Asset,Bank,Credit Card,487,487,QBO,False,561,0,USD,United States Dollar,2022-03-03 23:25:02,2022-03-03 23:25:02,
Location manager,False,Location manager,True,Revenue,Income,Income,575,575,QBO,False,562,0,USD,United States Dollar,2022-03-27 05:26:06,2022-03-27 05:26:06,
Building surveyor,True,Location managerBuilding surveyor,True,Expense,Expense,Building surveyor,-649,-649,QBO,False,563,3,USD,United States Dollar,2020-12-27 00:39:45,2020-12-27 00:39:45,562.0
"Scientist, biomedical",True,"Location managerScientist, biomedical",True,Expense,Expense,"Scientist, biomedical",-270,-270,QBO,False,564,3,USD,United States Dollar,2021-11-18 02:14:54,2021-11-18 02:14:54,563.0
Commercial art gallery manager,False,Commercial art gallery manager,True,Expense,Expense,Income,-44,-44,QBO,False,565,4,USD,United States Dollar,2021-02-06 21:33:09,2021-02-06 21:33:09,
Systems analyst,True,Commercial art gallery managerSystems analyst,True,Expense,Expense,Systems analyst,29,29,QBO,False,566,1,USD,United States Dollar,2023-02-27 16:10:42,2023-02-27 16:10:42,565.0
Training and development officer,False,Training and development officer,True,Expense,Cost of Goods Sold,Expense,733,733,QBO,False,567,5,USD,United States Dollar,2023-11-04 22:47:03,2023-11-04 22:47:03,
Management consultant,False,Management consultant,True,Revenue,Income,Expense,20,20,QBO,False,568,0,USD,United States Dollar,2023-02-07 23:27:08,2023-02-07 23:27:08,
Chief Executive Officer,False,Chief Executive Officer,True,Expense,Expense,Chief Executive Officer,-812,-812,QBO,False,569,3,USD,United States Dollar,2021-12-02 19:57:05,2021-12-02 19:57:05,
Insurance account manager,True,Chief Executive OfficerInsurance account manager,True,Asset,Other Current Asset,Expense,559,559,QBO,False,570,1,USD,United States Dollar,2022-08-28 07:20:17,2022-08-28 07:20:17,569.0
Amenity horticulturist,False,Amenity horticulturist,True,Expense,Expense,Amenity horticulturist,-8,-8,QBO,False,571,3,USD,United States Dollar,2022-02-26 02:27:14,2022-02-26 02:27:14,
Contracting civil engineer,True,Amenity horticulturistContracting civil engineer,True,Revenue,Income,Contracting civil engineer,-648,-648,QBO,False,572,5,USD,United States Dollar,2022-03-28 22:10:26,2022-03-28 22:10:26,571.0
Personal assistant,False,Personal assistant,True,Liability,Other Current Liability,Expense,-365,-365,QBO,False,573,0,USD,United States Dollar,2023-09-10 17:38:04,2023-09-10 17:38:04,
"Scientist, forensic",False,"Scientist, forensic",True,Expense,Expense,Expense,89,89,QBO,False,574,1,USD,United States Dollar,2021-05-09 12:13:41,2021-05-09 12:13:41,
"Pharmacist, community",False,"Pharmacist, community",True,Revenue,Income,Income,607,607,QBO,False,575,3,USD,United States Dollar,2021-01-02 09:22:15,2021-01-02 09:22:15,
Senior tax professional/tax inspector,False,Senior tax professional/tax inspector,True,Expense,Expense,Senior tax professional/tax inspector,-416,-416,QBO,False,576,1,USD,United States Dollar,2021-09-02 06:32:53,2021-09-02 06:32:53,
Accounting technician,False,Accounting technician,True,Asset,Accounts Receivable,Accounting technician,-519,-519,QBO,False,577,4,USD,United States Dollar,2021-12-17 10:37:27,2021-12-17 10:37:27,
English as a foreign language teacher,True,Accounting technicianEnglish as a foreign language teacher,True,Revenue,Income,Other Current Liability,848,848,QBO,False,578,1,USD,United States Dollar,2022-10-01 03:07:06,2022-10-01 03:07:06,577.0
Risk manager,False,Risk manager,True,Expense,Expense,Risk manager,-414,-414,QBO,False,579,5,USD,United States Dollar,2023-09-28 02:13:03,2023-09-28 02:13:03,
Dentist,False,Dentist,True,Expense,Expense,Income,-984,-984,QBO,False,580,0,USD,United States Dollar,2022-02-18 06:02:06,2022-02-18 06:02:06,
Education administrator,True,DentistEducation administrator,True,Expense,Expense,Expense,735,735,QBO,False,581,3,USD,United States Dollar,2023-10-11 08:44:03,2023-10-11 08:44:03,580.0
Radiation protection practitioner,False,Radiation protection practitioner,True,Revenue,Income,Income,-212,-212,QBO,False,582,3,USD,United States Dollar,2021-05-18 17:47:49,2021-05-18 17:47:49,
"Designer, industrial/product",False,"Designer, industrial/product",True,Revenue,Income,Income,782,782,QBO,False,583,5,USD,United States Dollar,2022-02-21 16:52:54,2022-02-21 16:52:54,
Passenger transport manager,False,Passenger transport manager,True,Expense,Expense,Accounts Payable,311,311,QBO,False,584,1,USD,United States Dollar,2022-08-21 21:28:51,2022-08-21 21:28:51,
Geophysical data processor,False,Geophysical data processor,True,Liability,Long Term Liability,Expense,472,472,QBO,False,585,2,USD,United States Dollar,2023-10-14 15:01:44,2023-10-14 15:01:44,
"Therapist, drama",True,"Geophysical data processorTherapist, drama",True,Asset,Fixed Asset,"Therapist, drama",318,318,QBO,False,586,3,USD,United States Dollar,2023-09-02 19:22:12,2023-09-02 19:22:12,585.0
Legal executive,False,Legal executive,True,Expense,Expense,Legal executive,-955,-955,QBO,False,587,5,USD,United States Dollar,2023-01-25 06:23:39,2023-01-25 06:23:39,
Quarry manager,True,Legal executiveQuarry manager,True,Expense,Expense,Quarry manager,904,904,QBO,False,588,4,USD,United States Dollar,2023-11-30 15:31:11,2023-11-30 15:31:11,587.0
Advertising account planner,False,Advertising account planner,True,Asset,Fixed Asset,Fixed Asset,-257,-257,QBO,False,589,1,USD,United States Dollar,2023-10-10 07:44:26,2023-10-10 07:44:26,
Chartered management accountant,False,Chartered management accountant,True,Expense,Expense,Chartered management accountant,-692,-692,QBO,False,590,5,USD,United States Dollar,2022-03-28 00:24:24,2022-03-28 00:24:24,
"Programmer, systems",False,"Programmer, systems",True,Expense,Expense,Bank,-341,-341,QBO,False,591,1,USD,United States Dollar,2022-10-25 13:42:28,2022-10-25 13:42:28,
Lawyer,True,"Programmer, systemsLawyer",True,Expense,Expense,Fixed Asset,-88,-88,QBO,False,592,1,USD,United States Dollar,2022-12-24 06:10:39,2022-12-24 06:10:39,591.0
Equities trader,False,Equities trader,True,Revenue,Income,Expense,349,349,QBO,False,593,3,USD,United States Dollar,2021-03-29 02:11:32,2021-03-29 02:11:32,
Civil Service administrator,False,Civil Service administrator,True,Expense,Expense,Civil Service administrator,-849,-849,QBO,False,594,1,USD,United States Dollar,2021-11-24 02:35:04,2021-11-24 02:35:04,
Electrical engineer,False,Electrical engineer,True,Asset,Other Current Asset,Expense,-658,-658,QBO,False,595,2,USD,United States Dollar,2021-05-31 10:31:16,2021-05-31 10:31:16,
"Programme researcher, broadcasting/film/video",False,"Programme researcher, broadcasting/film/video",True,Expense,Expense,Income,281,281,QBO,False,596,4,USD,United States Dollar,2023-09-22 05:25:13,2023-09-22 05:25:13,
Mudlogger,True,"Programme researcher, broadcasting/film/videoMudlogger",True,Expense,Expense,Expense,-41,-41,QBO,False,597,3,USD,United States Dollar,2022-03-06 07:05:17,2022-03-06 07:05:17,596.0
"Journalist, newspaper",False,"Journalist, newspaper",True,Revenue,Income,"Journalist, newspaper",866,866,QBO,False,598,5,USD,United States Dollar,2021-02-03 03:57:00,2021-02-03 03:57:00,
Museum/gallery curator,False,Museum/gallery curator,True,Expense,Expense,Museum/gallery curator,-592,-592,QBO,False,599,4,USD,United States Dollar,2021-12-31 02:35:03,2021-12-31 02:35:03,
Dancer,False,Dancer,True,Expense,Expense,Dancer,-177,-177,QBO,False,600,2,USD,United States Dollar,2022-07-26 06:02:29,2022-07-26 06:02:29,
Animal nutritionist,False,Animal nutritionist,True,Expense,Expense,Income,954,954,QBO,False,601,2,USD,United States Dollar,2023-03-20 08:09:39,2023-03-20 08:09:39,
IT consultant,False,IT consultant,True,Revenue,Income,Expense,494,494,QBO,False,602,3,USD,United States Dollar,2021-01-04 13:39:47,2021-01-04 13:39:47,
Advertising account executive,False,Advertising account executive,True,Revenue,Income,Advertising account executive,706,706,QBO,False,603,4,USD,United States Dollar,2021-09-03 11:05:24,2021-09-03 11:05:24,
"Surveyor, minerals",False,"Surveyor, minerals",True,Expense,Expense,"Surveyor, minerals",-729,-729,QBO,False,604,5,USD,United States Dollar,2021-11-29 17:47:38,2021-11-29 17:47:38,
Company secretary,True,"Surveyor, mineralsCompany secretary",True,Revenue,Income,Company secretary,85,85,QBO,False,605,2,USD,United States Dollar,2022-12-09 16:19:17,2022-12-09 16:19:17,604.0
Community development worker,True,"Surveyor, mineralsCommunity development worker",True,Asset,Bank,Community development worker,704,704,QBO,False,606,1,USD,United States Dollar,2023-05-09 05:26:47,2023-05-09 05:26:47,605.0
Social researcher,False,Social researcher,True,Asset,Fixed Asset,Social researcher,333,333,QBO,False,607,1,USD,United States Dollar,2022-10-25 14:38:34,2022-10-25 14:38:34,
"Engineer, mining",False,"Engineer, mining",True,Revenue,Income,"Engineer, mining",-225,-225,QBO,False,608,3,USD,United States Dollar,2023-10-11 06:11:35,2023-10-11 06:11:35,
Air traffic controller,False,Air traffic controller,True,Expense,Expense,Air traffic controller,118,118,QBO,False,609,3,USD,United States Dollar,2022-01-09 08:30:07,2022-01-09 08:30:07,
Theatre stage manager,False,Theatre stage manager,True,Expense,Expense,Income,617,617,QBO,False,610,3,USD,United States Dollar,2022-09-06 22:06:01,2022-09-06 22:06:01,
"Librarian, public",False,"Librarian, public",True,Liability,Credit Card,"Librarian, public",-141,-141,QBO,False,611,4,USD,United States Dollar,2022-04-13 08:16:51,2022-04-13 08:16:51,
Tourism officer,False,Tourism officer,True,Revenue,Income,Tourism officer,431,431,QBO,False,612,2,USD,United States Dollar,2021-05-17 03:15:12,2021-05-17 03:15:12,
Pathologist,False,Pathologist,True,Liability,Credit Card,Pathologist,164,164,QBO,False,613,4,USD,United States Dollar,2022-12-21 04:50:06,2022-12-21 04:50:06,
Emergency planning/management officer,False,Emergency planning/management officer,True,Expense,Expense,Expense,-73,-73,QBO,False,614,2,USD,United States Dollar,2023-11-03 04:21:01,2023-11-03 04:21:01,
Press photographer,False,Press photographer,True,Expense,Expense,Press photographer,226,226,QBO,False,615,1,USD,United States Dollar,2022-04-01 14:49:29,2022-04-01 14:49:29,
Radio broadcast assistant,True,Press photographerRadio broadcast assistant,True,Expense,Expense,Income,-884,-884,QBO,False,616,0,USD,United States Dollar,2022-08-31 01:47:19,2022-08-31 01:47:19,615.0
Plant breeder/geneticist,False,Plant breeder/geneticist,True,Revenue,Income,Expense,-539,-539,QBO,False,617,1,USD,United States Dollar,2021-03-15 23:57:40,2021-03-15 23:57:40,
"Lecturer, further education",False,"Lecturer, further education",True,Expense,Expense,"Lecturer, further education",529,529,QBO,False,618,3,USD,United States Dollar,2022-01-11 03:58:03,2022-01-11 03:58:03,
Arts administrator,False,Arts administrator,True,Asset,Fixed Asset,Expense,127,127,QBO,False,619,3,USD,United States Dollar,2021-03-09 17:15:15,2021-03-09 17:15:15,
Historic buildings inspector/conservation officer,True,Arts administratorHistoric buildings inspector/conservation officer,True,Expense,Expense,Expense,210,210,QBO,False,620,0,USD,United States Dollar,2021-11-17 00:56:03,2021-11-17 00:56:03,619.0
Media planner,False,Media planner,True,Expense,Expense,Expense,-92,-92,QBO,False,621,3,USD,United States Dollar,2022-02-27 10:03:37,2022-02-27 10:03:37,
Chartered certified accountant,False,Chartered certified accountant,True,Asset,Fixed Asset,Chartered certified accountant,-452,-452,QBO,False,622,3,USD,United States Dollar,2022-07-26 03:15:57,2022-07-26 03:15:57,
Gaffer,False,Gaffer,True,Revenue,Income,Other Current Liability,761,761,QBO,False,623,3,USD,United States Dollar,2021-03-26 05:52:17,2021-03-26 05:52:17,
Commercial art gallery manager,False,Commercial art gallery manager,True,Liability,Credit Card,Commercial art gallery manager,559,559,QBO,False,624,1,USD,United States Dollar,2023-03-15 10:17:54,2023-03-15 10:17:54,
Medical physicist,False,Medical physicist,True,Revenue,Income,Income,-89,-89,QBO,False,625,5,USD,United States Dollar,2023-09-26 08:06:01,2023-09-26 08:06:01,
Plant breeder/geneticist,False,Plant breeder/geneticist,True,Expense,Expense,Plant breeder/geneticist,-604,-604,QBO,False,626,1,USD,United States Dollar,2021-08-27 23:10:43,2021-08-27 23:10:43,
Accounting technician,False,Accounting technician,True,Revenue,Income,Accounting technician,719,719,QBO,False,627,3,USD,United States Dollar,2022-01-10 05:28:42,2022-01-10 05:28:42,
Drilling engineer,True,Accounting technicianDrilling engineer,True,Equity,Equity,Drilling engineer,-49,-49,QBO,False,628,1,USD,United States Dollar,2023-07-14 01:07:26,2023-07-14 01:07:26,627.0
"Engineer, petroleum",False,"Engineer, petroleum",True,Revenue,Income,Expense,-387,-387,QBO,False,629,0,USD,United States Dollar,2021-11-09 15:27:07,2021-11-09 15:27:07,
Magazine journalist,False,Magazine journalist,True,Expense,Expense,Magazine journalist,-638,-638,QBO,False,630,1,USD,United States Dollar,2021-11-23 09:01:10,2021-11-23 09:01:10,
Fashion designer,False,Fashion designer,True,Asset,Bank,Fashion designer,-439,-439,QBO,False,631,5,USD,United States Dollar,2023-12-05 02:55:50,2023-12-05 02:55:50,
"Scientist, biomedical",False,"Scientist, biomedical",True,Liability,Credit Card,"Scientist, biomedical",-405,-405,QBO,False,632,0,USD,United States Dollar,2022-03-11 09:19:56,2022-03-11 09:19:56,
"Designer, industrial/product",False,"Designer, industrial/product",True,Revenue,Income,Credit Card,777,777,QBO,False,633,2,USD,United States Dollar,2022-08-23 20:22:55,2022-08-23 20:22:55,
Copy,True,"Designer, industrial/productCopy",True,Expense,Expense,Expense,886,886,QBO,False,634,0,USD,United States Dollar,2021-02-12 23:26:07,2021-02-12 23:26:07,633.0
"Designer, multimedia",True,"Designer, industrial/productDesigner, multimedia",True,Revenue,Income,"Designer, multimedia",118,118,QBO,False,635,3,USD,United States Dollar,2021-01-03 15:22:32,2021-01-03 15:22:32,634.0
Furniture conservator/restorer,False,Furniture conservator/restorer,True,Revenue,Income,Other Expense,-972,-972,QBO,False,636,2,USD,United States Dollar,2021-06-30 01:02:12,2021-06-30 01:02:12,
Physiotherapist,False,Physiotherapist,True,Expense,Expense,Physiotherapist,484,484,QBO,False,637,5,USD,United States Dollar,2023-01-11 10:56:47,2023-01-11 10:56:47,
Aeronautical engineer,False,Aeronautical engineer,True,Revenue,Income,Aeronautical engineer,-156,-156,QBO,False,638,1,USD,United States Dollar,2023-03-25 00:12:05,2023-03-25 00:12:05,
General practice doctor,False,General practice doctor,True,Asset,Fixed Asset,Expense,409,409,QBO,False,639,4,USD,United States Dollar,2023-06-05 08:11:24,2023-06-05 08:11:24,
Purchasing manager,True,General practice doctorPurchasing manager,True,Expense,Expense,Purchasing manager,-921,-921,QBO,False,640,5,USD,United States Dollar,2021-08-24 02:45:31,2021-08-24 02:45:31,639.0
"Scientist, biomedical",False,"Scientist, biomedical",True,Expense,Expense,"Scientist, biomedical",585,585,QBO,False,641,2,USD,United States Dollar,2022-09-21 01:54:38,2022-09-21 01:54:38,
Lawyer,False,Lawyer,True,Expense,Expense,Lawyer,72,72,QBO,False,642,5,USD,United States Dollar,2021-07-27 16:39:11,2021-07-27 16:39:11,
"Therapist, speech and language",False,"Therapist, speech and language",True,Expense,Expense,Expense,-202,-202,QBO,False,643,5,USD,United States Dollar,2021-06-07 22:21:37,2021-06-07 22:21:37,
Dietitian,False,Dietitian,True,Expense,Expense,Income,-478,-478,QBO,False,644,4,USD,United States Dollar,2022-05-05 19:15:05,2022-05-05 19:15:05,
Nature conservation officer,False,Nature conservation officer,True,Revenue,Income,Other Current Liability,194,194,QBO,False,645,0,USD,United States Dollar,2021-11-09 12:02:43,2021-11-09 12:02:43,
"Engineer, civil (consulting)",True,"Nature conservation officerEngineer, civil (consulting)",True,Expense,Expense,"Engineer, civil (consulting)",-531,-531,QBO,False,646,2,USD,United States Dollar,2022-08-24 22:11:37,2022-08-24 22:11:37,645.0
Risk analyst,False,Risk analyst,True,Expense,Expense,Expense,36,36,QBO,False,647,4,USD,United States Dollar,2021-07-06 19:53:07,2021-07-06 19:53:07,
Surgeon,False,Surgeon,True,Expense,Expense,Surgeon,352,352,QBO,False,648,2,USD,United States Dollar,2021-08-10 14:21:31,2021-08-10 14:21:31,
Historic buildings inspector/conservation officer,True,SurgeonHistoric buildings inspector/conservation officer,True,Equity,Equity,Long Term Liability,-837,-837,QBO,False,649,0,USD,United States Dollar,2023-01-18 04:51:09,2023-01-18 04:51:09,648.0
Glass blower/designer,False,Glass blower/designer,True,Revenue,Other Income,Other Current Liability,107,107,QBO,False,650,4,USD,United States Dollar,2022-10-01 03:33:02,2022-10-01 03:33:02,
Television camera operator,True,Glass blower/designerTelevision camera operator,True,Expense,Expense,Television camera operator,331,331,QBO,False,651,1,USD,United States Dollar,2022-10-10 19:41:50,2022-10-10 19:41:50,650.0
"Programmer, multimedia",True,"Glass blower/designerProgrammer, multimedia",True,Revenue,Income,Expense,946,946,QBO,False,652,2,USD,United States Dollar,2022-07-12 04:31:14,2022-07-12 04:31:14,651.0
